Destination Port,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWE Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Fwd Header Length.1,Fwd Avg Bytes/Bulk,Fwd Avg Packets/Bulk,Fwd Avg Bulk Rate,Bwd Avg Bytes/Bulk,Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
80,99727732,10,6,1478,11595,368,0,147.8,189.5267791,4344,0,1932.5,1754.831473,131.0869077,0.160436818,6648515.467,25500000.0,98700000,1,99600000,11100000.0,32900000.0,98700000,1,1004498,200899.6,380529.7954,874120,25,0,0,0,0,316,200,0.100273011,0.060163807,0,4344,769.0,1329.781467,1768318.75,0,0,0,0,1,0,0,0,0,817.0625,147.8,1932.5,316,0,0,0,0,0,0,10,1478,6,11595,274,235,5,20,5.0,0.0,5,5,98700000.0,0.0,98700000,98700000,DoS Hulk
80,102565130,14,3,2541,6,231,0,181.5,98.36333745,6,0,2.0,3.464101615,24.83300124,0.16574834,6410320.625,13200000.0,51300000,104,103000000,7889617.385,14300000.0,51300000,221,103000000,51300000.0,28100000.0,71200000,31400000,0,0,0,0,456,100,0.136498633,0.029249707,0,231,141.5,115.4547276,13329.79412,0,0,0,1,0,0,0,0,0,149.8235294,181.5,2.0,456,0,0,0,0,0,0,14,2541,3,6,29200,0,11,32,3203396.0,4529491.281,6406230,562,19200000.0,18800000.0,51300000,5776099,DoS slowloris
80,85991883,5,4,708,11595,351,0,141.6,191.170866,8688,0,2898.75,4095.56617,143.0716432,0.104661041,10700000.0,30300000.0,85600000,6,85900000,21500000.0,42800000.0,85600000,6,361750,120583.3333,114914.7418,229091,186,0,0,0,0,156,136,0.058145023,0.046516018,0,8688,1230.9,2769.422702,7669702.1,1,0,0,0,0,0,0,0,0,1367.666667,141.6,2898.75,156,0,0,0,0,0,0,5,708,4,11595,0,235,2,20,0.0,0.0,0,0,85600000.0,0.0,85600000,85600000,DoS Hulk
443,332716,7,5,376,3508,201,0,53.71428571,78.68653906,1460,0,701.6,731.5646246,11673.61954,36.06679571,30246.90909,35639.03253,85950,29,332716,55452.66667,35688.79493,97828,8096,105919,26479.75,45386.79474,94075,49,0,0,0,0,152,112,21.03896416,15.02783154,0,1460,298.7692308,539.9757948,291573.859,0,0,0,1,0,0,0,0,0,323.6666667,53.71428571,701.6,152,0,0,0,0,0,0,7,376,5,3508,8192,60,6,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,645,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,18604.65116,3100.775194,645.0,0.0,645,645,645,645.0,0.0,645,645,0,0.0,0.0,0,0,0,0,0,0,40,0,3100.775194,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,9.0,6.0,0.0,40,0,0,0,0,0,0,2,12,0,0,253,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,116074577,2,2,116,230,64,52,58.0,8.485281374,117,113,115.0,2.828427125,2.980842222,0.034460604,38700000.0,66900000.0,116000000,23401,116000000,116000000.0,0.0,116000000,116000000,116000000,116000000.0,0.0,116000000,116000000,0,0,0,0,40,52,0.017230302,0.017230302,52,117,79.6,32.71543978,1070.3,0,0,0,0,0,0,0,0,1,99.5,58.0,115.0,40,0,0,0,0,0,0,2,116,2,230,-1,-1,1,20,23401.0,0.0,23401,23401,116000000.0,0.0,116000000,116000000,BENIGN
80,84224054,8,6,313,11595,307,0,39.125,108.2582066,4344,0,1932.5,1754.831473,141.3847878,0.166223298,6478773.385,23300000.0,84000000,0,84000000,12000000.0,31700000.0,84000000,0,227367,45473.4,94979.65419,215130,48,0,0,0,0,252,200,0.094984742,0.071238556,0,4344,793.8666667,1425.417877,2031816.124,0,0,0,0,1,0,0,0,0,850.5714286,39.125,1932.5,252,0,0,0,0,0,0,8,313,6,11595,274,235,2,20,974.0,0.0,974,974,84000000.0,0.0,84000000,84000000,DoS Hulk
80,5156964,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.775650169,1718988.0,2949263.774,5124453,41,5156964,2578482.0,3600546.718,5124453,32511,0,0.0,0.0,0,0,0,0,0,0,104,40,0.581737627,0.193912542,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,0,3,0,1,0,29200,26544,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,171584,3,6,371,11595,371,0,123.6666667,214.1969499,5792,0,1932.5,2181.008184,69738.43715,52.45244312,21448.0,55405.51029,158192,45,13030,6515.0,7773.931952,12012,1018,171519,34303.8,69481.89522,158192,45,0,0,0,0,104,200,17.48414771,34.96829541,0,5792,1196.6,1885.925838,3556716.267,0,0,0,1,0,0,0,0,2,1329.555556,123.6666667,1932.5,104,0,0,0,0,0,0,3,371,6,11595,29200,235,1,32,0.0,0.0,0,0,0.0,0.0,0,0,DoS Hulk
80,98729165,7,5,365,11595,359,0,52.14285714,135.329756,8688,0,2319.0,3774.237539,121.1394829,0.121544632,8975378.636,29800000.0,98700000,2,98700000,16500000.0,40300000.0,98700000,2,8926,2231.5,3864.219671,8023,186,0,0,0,0,220,168,0.070901035,0.050643597,0,8688,920.0,2466.340035,6082833.167,0,0,0,0,1,0,0,0,0,996.6666667,52.14285714,2319.0,220,0,0,0,0,0,0,7,365,5,11595,274,235,2,20,10.0,0.0,10,10,98700000.0,0.0,98700000,98700000,DoS Hulk
80,6003359,3,1,12,0,6,0,4.0,3.464101615,0,0,0.0,0.0,1.99888096,0.666293653,2001119.667,3384822.544,5909199,63,6003359,3001679.5,4111853.51,5909199,94160,0,0.0,0.0,0,0,0,0,0,0,80,28,0.49972024,0.166573413,0,6,2.4,3.286335345,10.8,0,0,0,1,0,0,0,0,0,3.0,4.0,0.0,80,0,0,0,0,0,0,3,12,1,0,29200,29200,2,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,2018647,4,5,434,1963,434,0,108.5,217.0,1448,0,392.6,630.7248211,1187.429006,4.458431811,252330.875,507302.0122,1470067,50,548580,182860.0,158057.3177,274602,352,1745095,436273.75,701233.5006,1470158,50,0,0,0,0,136,168,1.981525249,2.476906562,0,1448,239.7,468.534844,219524.9,0,0,0,1,0,0,0,0,1,266.3333333,108.5,392.6,136,0,0,0,0,0,0,4,434,5,1963,29200,939,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,68878006,16,15,1371,4192,1051,0,85.6875,263.3926647,1416,0,279.4666667,498.6594696,80.76598501,0.450071101,2295933.533,4087889.973,10200000,7,68900000,4591854.6,4902290.023,10200000,242,68800000,4913578.286,4936612.148,10300000,48,0,0,0,0,520,488,0.232294762,0.217776339,0,1416,173.84375,395.2868382,156251.6845,0,0,0,1,0,0,0,0,0,179.4516129,85.6875,279.4666667,520,0,0,0,0,0,0,16,1371,15,4192,29200,247,3,32,722549.0,1545993.547,3878282,87605,10200000.0,8341.422517,10200000,10100000,BENIGN
53,31223,4,4,208,448,52,52,52.0,0.0,112,112,112.0,0.0,21010.15277,256.2213753,4460.428571,11691.0248,30973,3,31057,10352.33333,17924.70514,31050,3,247,82.33333333,100.0216643,195,4,0,0,0,0,80,80,128.1106876,128.1106876,52,112,78.66666667,31.6227766,1000.0,0,0,0,0,0,0,0,0,1,88.5,52.0,112.0,80,0,0,0,0,0,0,4,208,4,448,-1,-1,3,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,98365445,10,6,299,11595,293,0,29.9,92.46314581,4355,0,1932.5,2182.468304,120.9164458,0.162658747,6557696.333,25400000.0,98400000,1,98400000,10900000.0,32800000.0,98400000,1,3666,733.2,1081.462297,2575,16,0,0,0,0,316,200,0.101661717,0.06099703,0,4355,699.6470588,1540.849195,2374216.243,0,0,0,0,1,0,0,0,0,743.375,29.9,1932.5,316,0,0,0,0,0,0,10,299,6,11595,274,235,2,20,2031.0,0.0,2031,2031,98400000.0,0.0,98400000,98400000,DoS Hulk
80,116372274,10,6,340,11595,340,0,34.0,107.5174404,5792,0,1932.5,2181.008184,102.5587933,0.137489794,7758151.6,25900000.0,100000000,1,116000000,12900000.0,33200000.0,100000000,1,7544,1508.8,2569.687569,6019,45,0,0,0,0,336,200,0.085931121,0.051558673,0,5792,702.0588235,1539.63975,2370490.559,0,0,0,0,1,0,0,0,0,745.9375,34.0,1932.5,336,0,0,0,0,0,0,10,340,6,11595,251,235,1,32,1990.0,0.0,1990,1990,58200000.0,59600000.0,100000000,16000000,DoS Hulk
443,350282,7,5,376,3508,201,0,53.71428571,78.68653906,1460,0,701.6,731.5646246,11088.20893,34.25811204,31843.81818,44488.08278,119086,46,350282,58380.33333,46995.67065,119086,4483,93364,23341.0,44656.44598,90299,49,0,0,0,0,152,112,19.98389869,14.27421335,0,1460,298.7692308,539.9757948,291573.859,0,0,0,1,0,0,0,0,0,323.6666667,53.71428571,701.6,152,0,0,0,0,0,0,7,376,5,3508,8192,60,6,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,85208069,9,6,321,11595,309,0,35.66666667,102.5329215,5792,0,1932.5,2362.781391,139.8459106,0.176039666,6086290.643,22700000.0,85100000,1,85100000,10600000.0,30100000.0,85100000,1,145392,29078.4,59438.01641,135125,2,0,0,0,0,272,200,0.1056238,0.070415866,0,5792,744.75,1664.174049,2769475.267,0,0,0,0,1,0,0,0,0,794.4,35.66666667,1932.5,272,0,0,0,0,0,0,9,321,6,11595,251,235,3,20,2001.0,0.0,2001,2001,85100000.0,0.0,85100000,85100000,DoS Hulk
53,148,2,2,88,188,44,44,44.0,0.0,94,94,94.0,0.0,1864864.865,27027.02703,49.33333333,82.85127237,145,1,1,1.0,0.0,1,1,2,2.0,0.0,2,2,0,0,0,0,40,40,13513.51351,13513.51351,44,94,64.0,27.38612788,750.0,0,0,0,0,0,0,0,0,1,80.0,44.0,94.0,40,0,0,0,0,0,0,2,88,2,188,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,990,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,2020.20202,990.0,0.0,990,990,990,990.0,0.0,990,990,0,0.0,0.0,0,0,0,0,0,0,64,0,2020.20202,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,64,0,0,0,0,0,0,2,0,0,0,274,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,DoS Hulk
80,4,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,500000.0,4.0,0.0,4,4,4,4.0,0.0,4,4,0,0.0,0.0,0,0,0,0,0,0,64,0,500000.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,64,0,0,0,0,0,0,2,0,0,0,251,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,DoS Hulk
53,23640,2,2,62,94,31,31,31.0,0.0,47,47,47.0,0.0,6598.984772,169.2047377,7880.0,13642.49819,23633,3,3,3.0,0.0,3,3,4,4.0,0.0,4,4,0,0,0,0,64,40,84.60236887,84.60236887,31,47,37.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,46.75,31.0,47.0,64,0,0,0,0,0,0,2,62,2,94,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,85880108,7,7,384,11595,366,0,54.85714286,137.2338984,5792,0,1656.428571,2429.118623,139.485153,0.16301796,6606162.154,23500000.0,84900000,7,85900000,14300000.0,34600000.0,84900000,7,85900000,14300000.0,35100000.0,85900000,9,0,0,0,0,204,232,0.08150898,0.08150898,0,5792,799.0,1796.187987,3226291.286,1,0,0,0,0,0,0,0,1,856.0714286,54.85714286,1656.428571,204,0,0,0,0,0,0,7,384,7,11595,0,235,3,20,11010.0,0.0,11010,11010,84900000.0,0.0,84900000,84900000,DoS Hulk
58796,99132898,6,6,11595,340,8688,0,1932.5,3506.021777,322,0,56.66666667,130.0194857,120.3939382,0.121049624,9012081.636,29800000.0,99000000,1,99100000,19800000.0,44300000.0,99000000,82,99000000,19800000.0,44300000.0,99000000,1,0,0,0,0,200,164,0.060524812,0.060524812,0,8688,918.0769231,2466.691862,6084568.744,0,0,0,0,1,0,0,0,1,994.5833333,1932.5,56.66666667,200,0,0,0,0,0,0,6,11595,6,340,235,229,3,32,14993.0,0.0,14993,14993,99000000.0,0.0,99000000,99000000,BENIGN
80,5,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,400000.0,5.0,0.0,5,5,5,5.0,0.0,5,5,0,0.0,0.0,0,0,0,0,0,0,64,0,400000.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,64,0,0,0,0,0,0,2,0,0,0,274,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,DoS Hulk
53,120703,4,2,204,316,51,51,51.0,0.0,158,158,158.0,0.0,4308.095076,49.70878934,24140.6,39081.72961,89842,3,30857,10285.66667,17810.1011,30851,3,4,4.0,0.0,4,4,0,0,0,0,128,64,33.13919289,16.56959645,51,158,81.57142857,52.2106539,2725.952381,0,0,0,0,0,0,0,0,0,95.16666667,51.0,158.0,128,0,0,0,0,0,0,4,204,2,316,-1,-1,3,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
52267,4,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,3000000.0,500000.0,4.0,0.0,4,4,4,4.0,0.0,4,4,0,0.0,0.0,0,0,0,0,0,0,40,0,500000.0,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,9.0,6.0,0.0,40,0,0,0,0,0,0,2,12,0,0,4830,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,1,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,2000000.0,1.0,0.0,1,1,1,1.0,0.0,1,1,0,0.0,0.0,0,0,0,0,0,0,64,0,2000000.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,64,0,0,0,0,0,0,2,0,0,0,251,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,DoS Hulk
443,280391,15,10,2467,6536,1398,0,164.4666667,376.7031546,2796,0,653.6,1002.945905,32108.73388,89.16120703,11682.95833,22629.27734,81153,1,280391,20027.92857,33251.90168,111075,1,250099,27788.77778,31203.40043,81153,177,0,0,0,0,492,328,53.49672422,35.66448281,0,2796,346.2692308,709.9291546,503999.4046,0,0,0,1,0,0,0,0,0,360.12,164.4666667,653.6,492,0,0,0,0,0,0,15,2467,10,6536,65535,136,7,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,61690393,15,21,336,32776,336,0,22.4,86.75482696,4254,0,1560.761905,885.5516871,536.744838,0.583559259,1762582.657,10400000.0,61500000,15,61700000,4406456.643,16400000.0,61500000,216,107091,5354.55,11288.14962,36948,48,0,0,0,0,492,680,0.243149691,0.340409567,0,4254,894.9189189,1018.167045,1036664.132,0,0,0,1,0,0,0,0,1,919.7777778,22.4,1560.761905,492,0,0,0,0,0,0,15,336,21,32776,65535,340,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,117512178,28,25,805,34514,197,0,28.75,60.70793773,2896,0,1380.56,1002.631749,300.5560836,0.451017085,2259849.577,11300000.0,58400000,3,118000000,4352302.889,15500000.0,58400000,4,117000000,4895059.083,16500000.0,58500000,3,0,0,0,0,904,808,0.238273177,0.212743908,0,2896,654.0555556,959.5321269,920701.9025,0,0,0,1,0,0,0,0,0,666.3962264,28.75,1380.56,904,0,0,0,0,0,0,28,805,25,34514,29200,139,7,32,454007.5,598644.3791,877313,30702,58300000.0,226924.7082,58400000,58100000,BENIGN
53,198,2,2,74,262,37,37,37.0,0.0,131,131,131.0,0.0,1696969.697,20202.0202,66.0,108.2543302,191,3,3,3.0,0.0,3,3,4,4.0,0.0,4,4,0,0,0,0,64,64,10101.0101,10101.0101,37,131,74.6,51.48592041,2650.8,0,0,0,0,0,0,0,0,1,93.25,37.0,131.0,64,0,0,0,0,0,0,2,74,2,262,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,570311,7,5,376,3508,201,0,53.71428571,78.68653906,1460,0,701.6,731.5646246,6810.319282,21.04115123,51846.45455,64338.66536,191388,48,570311,95051.83333,67574.5566,191388,2962,250845,62711.25,103350.1475,215787,48,0,0,0,0,152,112,12.27400489,8.767146346,0,1460,298.7692308,539.9757948,291573.859,0,0,0,1,0,0,0,0,0,323.6666667,53.71428571,701.6,152,0,0,0,0,0,0,7,376,5,3508,8192,60,6,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,179,2,2,72,104,36,36,36.0,0.0,52,52,52.0,0.0,983240.2235,22346.36872,59.66666667,62.32442004,127,4,4,4.0,0.0,4,4,48,48.0,0.0,48,48,0,0,0,0,40,40,11173.18436,11173.18436,36,52,42.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,53.0,36.0,52.0,40,0,0,0,0,0,0,2,72,2,104,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,5,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,400000.0,5.0,0.0,5,5,5,5.0,0.0,5,5,0,0.0,0.0,0,0,0,0,0,0,64,0,400000.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,64,0,0,0,0,0,0,2,0,0,0,274,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,DoS Hulk
53,50566,1,1,62,90,62,62,62.0,0.0,90,90,90.0,0.0,3005.972393,39.55226832,50566.0,0.0,50566,50566,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,19.77613416,19.77613416,62,90,71.33333333,16.16580754,261.3333333,0,0,0,0,0,0,0,0,1,107.0,62.0,90.0,32,0,0,0,0,0,0,1,62,1,90,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,387,1,1,57,142,57,57,57.0,0.0,142,142,142.0,0.0,514211.8863,5167.958656,387.0,0.0,387,387,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,44,44,2583.979328,2583.979328,57,142,85.33333333,49.07477288,2408.333333,0,0,0,0,0,0,0,0,1,128.0,57.0,142.0,44,0,0,0,0,0,0,1,57,1,142,-1,-1,0,44,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,48819,2,2,68,158,34,34,34.0,0.0,79,79,79.0,0.0,4629.345132,81.93531207,16273.0,28182.19871,48815,1,1,1.0,0.0,1,1,3,3.0,0.0,3,3,0,0,0,0,64,40,40.96765604,40.96765604,34,79,52.0,24.64751509,607.5,0,0,0,0,0,0,0,0,1,65.0,34.0,79.0,64,0,0,0,0,0,0,2,68,2,158,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,61705903,14,13,1147,3459,782,0,81.92857143,209.4309008,2212,0,266.0769231,618.6419888,74.64439828,0.437559434,2373303.962,4230684.632,9999803,33,61700000,4746607.923,5051178.143,10100000,52693,61700000,5137757.417,5066351.95,10100000,2373,0,0,0,0,316,332,0.22688267,0.210676765,0,2212,164.5,448.0185595,200720.6296,0,0,0,1,0,0,0,0,0,170.5925926,81.92857143,266.0769231,316,0,0,0,0,0,0,14,1147,13,3459,8192,116,11,20,342958.6667,715089.0766,1802628,50682,9941318.833,101491.5947,9999803,9748139,BENIGN
443,95017,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,21.04886494,95017.0,0.0,95017,95017,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,10.52443247,10.52443247,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,304,254,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,117352622,17,15,434,1770,434,0,25.52941176,105.2604613,1770,0,118.0,457.0120349,18.78100346,0.272682446,3785568.452,4779183.132,10000000,18,117000000,7334538.875,4293591.09,10000000,37200,112000000,8030191.857,4029215.229,10000000,877,0,0,0,0,552,496,0.144862549,0.127819897,0,1770,66.78787879,314.9432248,99189.23485,0,0,0,1,0,0,0,0,0,68.875,25.52941176,118.0,552,0,0,0,0,0,0,17,434,15,1770,29200,939,1,32,210471.0909,575069.9025,1944372,36969,10000000.0,3780.882603,10000000,9998398,BENIGN
80,4,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,500000.0,4.0,0.0,4,4,4,4.0,0.0,4,4,0,0.0,0.0,0,0,0,0,0,0,64,0,500000.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,64,0,0,0,0,0,0,2,0,0,0,274,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,DoS Hulk
53,232,2,2,96,612,48,48,48.0,0.0,306,306,306.0,0.0,3051724.138,17241.37931,77.33333333,127.8840621,225,3,4,4.0,0.0,4,4,3,3.0,0.0,3,3,0,0,0,0,40,40,8620.689655,8620.689655,48,306,151.2,141.3124198,19969.2,0,0,0,0,0,0,0,0,1,189.0,48.0,306.0,40,0,0,0,0,0,0,2,96,2,612,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,86016283,10,7,354,11595,348,0,35.4,109.8526286,5792,0,1656.428571,2118.227235,138.9155586,0.197636999,5376017.688,21400000.0,85800000,1,85800000,9537509.778,28600000.0,85800000,1,206686,34447.66667,71298.0286,178191,46,0,0,0,0,316,232,0.116257058,0.081379941,0,5792,663.8333333,1501.305403,2253917.912,0,0,0,0,1,0,0,0,0,702.8823529,35.4,1656.428571,316,0,0,0,0,0,0,10,354,7,11595,251,235,2,20,1989.0,0.0,1989,1989,85800000.0,0.0,85800000,85800000,DoS Hulk
57958,39,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,307692.3077,51282.05128,39.0,0.0,39,39,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,25641.02564,25641.02564,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,1,9.0,6.0,6.0,20,0,0,0,0,0,0,1,6,1,6,335,258,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,3,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,666666.6667,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0.0,0.0,0,0,0,0,0,0,64,0,666666.6667,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,64,0,0,0,0,0,0,2,0,0,0,251,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,DoS Hulk
53,33383,2,2,72,104,36,36,36.0,0.0,52,52,52.0,0.0,5272.144505,119.821466,11127.66667,19267.62187,33376,3,4,4.0,0.0,4,4,3,3.0,0.0,3,3,0,0,0,0,64,40,59.91073301,59.91073301,36,52,42.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,53.0,36.0,52.0,64,0,0,0,0,0,0,2,72,2,104,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,117234557,15,13,877,8749,220,0,58.46666667,77.41988178,1518,0,673.0,703.8726211,82.10889559,0.238837427,4342020.63,15600000.0,58800000,1,117000000,8373896.929,21200000.0,58900000,18,117000000,9752659.083,22700000.0,58900000,1,0,0,0,0,312,272,0.127948622,0.110888806,0,1518,331.9310345,559.7619986,313333.4951,0,0,0,1,0,0,0,0,0,343.7857143,58.46666667,673.0,312,0,0,0,0,0,0,15,877,13,8749,8192,64,14,20,183992.0,33646.96908,207784,160200,58300000.0,714595.7491,58800000,57800000,BENIGN
80,3,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,666666.6667,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0.0,0.0,0,0,0,0,0,0,64,0,666666.6667,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,64,0,0,0,0,0,0,2,0,0,0,251,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,DoS Hulk
80,106,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,18867.92453,106.0,0.0,106,106,106,106.0,0.0,106,106,0,0.0,0.0,0,0,0,0,0,0,64,0,18867.92453,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,64,0,0,0,0,0,0,2,0,0,0,242,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,198,2,2,88,216,44,44,44.0,0.0,108,108,108.0,0.0,1535353.535,20202.0202,66.0,73.66817495,147,3,3,3.0,0.0,3,3,48,48.0,0.0,48,48,0,0,0,0,40,40,10101.0101,10101.0101,44,108,69.6,35.05424368,1228.8,0,0,0,0,0,0,0,0,1,87.0,44.0,108.0,40,0,0,0,0,0,0,2,88,2,216,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,23574,1,1,39,295,39,39,39.0,0.0,295,295,295.0,0.0,14168.15135,84.83922966,23574.0,0.0,23574,23574,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,42.41961483,42.41961483,39,295,124.3333333,147.8016689,21845.33333,0,0,0,0,0,0,0,0,1,186.5,39.0,295.0,20,0,0,0,0,0,0,1,39,1,295,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,46692,2,2,60,256,30,30,30.0,0.0,128,128,128.0,0.0,6767.754647,85.66778035,15564.0,26914.34649,46642,3,3,3.0,0.0,3,3,47,47.0,0.0,47,47,0,0,0,0,40,64,42.83389017,42.83389017,30,128,69.2,53.67681064,2881.2,0,0,0,0,0,0,0,0,1,86.5,30.0,128.0,40,0,0,0,0,0,0,2,60,2,256,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
49501,1722995,2,1,6,6,6,0,3.0,4.242640687,6,6,6.0,0.0,6.964616845,1.741154211,861497.5,1218273.566,1722947,48,1722995,1722995.0,0.0,1722995,1722995,0,0.0,0.0,0,0,0,0,0,0,52,20,1.160769474,0.580384737,0,6,3.0,3.464101615,12.0,0,0,0,0,1,0,0,0,0,4.0,3.0,6.0,52,0,0,0,0,0,0,2,6,1,6,14472,65535,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
